,index,id,text,Pasien,Usia pasien,Penyakit,Gejala,Tindakan,Outcome,Pertanyaan,Pembuka,Penyebab,Prakondisi,Objek,Penutup,Waktu
89,89,458-1-616,kondisi adhd sulit dibedakan spektrum autisme gejala tandanya,0,0,1,0,0,0,0,0,0,0,0,0,0
90,90,457-1-0,halo wahyu,0,0,0,0,0,0,0,1,0,0,0,0,0
91,91,456-1-0,alodok terkait orang dewasa mengidap adhd anak penyakit diderita,0,0,1,0,0,0,1,1,0,0,0,0,0
92,92,456-1-138,merasakan gejala seperi pengidap adhd rasakan usia 27,0,1,0,0,0,0,0,0,0,0,0,0,0
93,93,456-1-240,jarang mengalami konflik pengguna jalan berkendara terbiasa berkendara kecepatan diatas,0,0,0,1,0,0,0,0,0,0,0,0,0
94,94,456-1-399,terkadang sulit santai berusaha santai sadar memikirkan berdiri duduk sekedar berjalan titik titik menerus (bolak balik),0,0,0,1,0,0,0,0,0,0,0,0,0
95,95,456-1-648,sekian terima kasih,0,0,0,0,0,0,0,0,0,0,0,1,0
96,96,455-1-0,dr ainul,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,454-1-0,anjuran lakukan,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,453-1-0,semoga membantu iya,0,0,0,0,0,0,0,0,0,0,0,1,0
99,99,452-1-0,saran ajaklah wali anak berdiskusi,0,0,0,0,1,0,0,0,0,0,0,0,0
100,100,452-1-67,pendampingan ahlinya dokter psikiater psikolog arahan memilih jenis sekolah terbaik,0,0,0,0,1,1,0,0,0,0,0,0,0
101,101,451-1-0,terkait gejala anak adhd bervariasi derajat keparahannya,0,0,1,0,0,0,0,0,0,0,0,0,0
102,102,451-1-92,tergantung intensif penanganan,0,0,0,0,0,0,0,0,1,0,0,0,0
103,103,451-1-166,anak adhd bersekolah sekolah reguler sekolah inklusif berdampingan anak sebayanya normal,0,0,1,0,0,1,0,0,0,0,0,0,0
104,104,451-1-315,gejala muncul cenderung berat memaksakan menyekolahkannya sekolah reguler sekolah inklusif merugikan sang anak,0,0,0,0,1,1,0,0,0,0,0,0,0
105,105,451-1-483,tenaga pengajar sekolah reguler terlatih menghadapi anak adhd belajar ditimbulkannya,0,0,1,0,0,0,0,0,0,0,0,0,0
106,106,450-1-0,adhd (attention deficithyperactivity disorder) gangguan mental penderitanya sulit memusatkan perhatian cenderung berperilaku impulsif hiperaktif,0,0,1,1,0,0,0,0,0,0,0,0,0
107,107,450-1-177,penanganan adhd mengganggu prestasi belajar anak,0,0,1,0,0,1,0,0,0,0,0,0,0
108,108,450-1-279,gangguan sepatutnya dideteksi ditangani ahlinya kualitas hidup penderitanya meningkat,0,0,0,0,1,1,0,0,0,0,0,0,0
109,109,448-1-0,halo terimakasih pertanyaannya,0,0,0,0,0,0,0,1,0,0,0,0,0
110,110,449-1-0,diperjelas adhd,0,0,0,0,0,0,1,0,0,0,0,0,0
111,111,447-1-0,dokter memgenai anak adhdkebetulan sekolah anak mengidap adhd sekolah sekolah reguler/sekolah normal anak adhd bersekolah sekolah reguler org tua na sarankn sekolah sekolah inklusi org tua na,0,0,1,0,1,1,1,1,0,0,0,0,0
112,112,446-1-0,semoga membantu iya,0,0,0,0,0,0,0,0,0,0,0,1,0
113,113,445-1-0,dampingi menjalani gaya hidup sehat,0,0,0,0,1,0,0,0,0,0,0,0,0
114,114,444-1-0,bantu pilihkan lingkungan pergaulan untuknya,0,0,0,0,1,0,0,0,0,0,0,0,0
115,115,443-1-0,"jauhkan alkohol rokok narkotika, alkohol, psikotropika, zat adiktif",0,0,0,0,1,0,0,0,0,0,1,0,0
116,116,442-1-0,batasi penggunaan gadget,0,0,0,0,1,0,0,0,0,0,0,0,0
117,117,441-1-0,hindari membiarkan adik beraktifitas berbahaya,0,0,0,0,1,0,0,0,0,0,0,0,0
118,118,440-1-0,ajarkan adik mengurus latih mandiri tingkatkan empatinya orang benda,0,0,0,0,1,0,0,0,0,0,0,0,0
119,119,439-1-0,ajak adik berinteraksi selami bantu mencari solusi perlakukan lembut nyaman,0,0,0,0,1,1,0,0,0,0,0,0,0
120,120,438-1-0,bersabar berkoordinasi anggota keluarga memperbaiki kondisi adik,0,0,0,0,1,0,0,0,0,0,0,0,0
121,121,437-1-0,lakukan kakak,0,0,0,0,1,0,0,0,0,0,0,0,0
122,122,436-1-0,kondisi adik wajar sarankan mendampinginya periksa langsung dokter psikiater terdekat iya wawancara psikiatrik mendalam dibantu pemeriksaan darah ct scan eeg tes penunjang dokter memutuskan tatalaksana,0,0,0,0,1,1,0,0,0,1,0,0,0
123,123,435-1-0,memilah ucapan bicara kerap berbicara gerakan tubuh berulang ulang sulit konsentrasi kemampuan berpikir logiknya nyamuk diajak bicara sulit bersosialisasi terganggu kemampuan komunikasinya variasi pola berpikir bersikap berperilaku wajar,0,0,0,1,0,0,0,0,0,0,0,0,0
124,124,435-1-382,mengganggu orang disekitarnya bertahan aktifitas fungsi terbatas usianya kanak kanak ditelisik mendalam faktor mempersulitnya misalnyaautism spectrum disorder attention deficit hyperactivity disorder keterbelakangan mental gangguan kepribadian gangguan skizoafektif skizofrenia cidera kepala,0,0,1,0,1,1,0,0,0,0,0,0,0
125,125,434-1-0,halo terimakasih pertanyaannya,0,0,0,0,0,0,0,1,0,0,0,0,0
126,126,433-1-0,terima kasih dok,0,0,0,0,0,0,0,0,0,0,0,1,0
127,127,432-1-0,masuk akal jelas2 'berbeda' orang normal,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,432-1-81,iya apa2,0,0,0,0,0,0,1,0,0,0,0,0,0
129,129,432-1-106,'penyakit' adik kelainannya,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,431-1-0,kali bawa psikolog psikolog kenapa2 bergaul,0,0,0,0,1,1,0,0,0,0,0,0,0
131,131,430-1-0,dokter adik sakit iya,0,0,0,0,0,0,1,0,0,0,0,0,0
132,132,430-1-55,kemana keluarga bawa berobat,0,0,0,0,0,0,1,0,0,0,0,0,0
133,133,429-1-0,liburan,0,0,0,0,0,0,0,0,0,0,0,0,1
134,134,429-1-31,wisata tiba2 bicara 'bu siska married ya',0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,429-1-99,bu siska salah mantan gurunya,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,429-1-142,iya suka bicara tiba2 nyambung,0,0,0,1,0,0,0,0,0,0,0,0,0
137,137,428-1-0,berujung bersosialisasi berpikir berkomunikasi selayaknya orang normal,0,0,0,0,0,1,0,0,0,0,0,0,0
138,138,427-1-0,logikanya berkembang,0,0,0,1,0,0,0,0,0,0,0,0,0
139,139,427-1-51,kata2 sopan sopan (suka nyeplos) suka bicara berkonsentrasi logika jalan,0,0,0,1,0,0,0,0,0,0,0,0,0
140,140,427-1-203,bicara suka ulang2,0,0,0,1,0,0,0,0,0,0,0,0,0
141,141,427-1-230,suka gerakan tubuh berulang2,0,0,0,1,0,0,0,0,0,0,0,0,0
142,142,426-1-0,selamat sore dok,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,426-1-18,adik 17 laki2 daya pikir berkembang,1,1,0,1,0,0,0,0,0,0,0,0,0
144,144,425-1-0,salam,0,0,0,0,0,0,0,0,0,0,0,1,0
145,145,424-1-0,semoga membantu iya,0,0,0,0,0,0,0,0,0,0,0,1,0
146,146,423-1-0,lakukan relaksasi meditasi yoga,0,0,0,0,1,0,0,0,0,0,0,0,0
147,147,422-1-0,lakukan olahraga rutin,0,0,0,0,1,0,0,0,0,0,0,0,0
148,148,421-1-0,cobalah lakukan kegiatan perlahan diselingi mendengarkan musik sukai,0,0,0,0,1,0,0,0,0,0,0,0,0
149,149,420-1-0,cobalah tulis buku catatan ataunote hp kegiatn lakukan,0,0,0,0,1,1,0,0,0,0,0,0,0
150,150,419-1-0,alihkan pikiran negatif kegiatan positif senangi,0,0,0,0,1,0,0,0,0,0,0,0,0
151,151,418-1-0,hindari menyendiri,0,0,0,0,1,0,0,0,0,0,0,0,0
152,152,417-1-0,sulit bercerita menuliskan nya didalam buku catatan,0,0,0,0,1,0,0,0,0,0,1,0,0
153,153,416-1-0,ceritakan kondis alami orang percayai teman saudara,0,0,0,0,1,0,0,0,0,0,0,0,0
154,154,415-1-0,istirahat,0,0,0,0,1,0,0,0,0,0,0,0,0
155,155,412-1-0,kondisi alami diakibatkan kondisi gangguan kecemasan gangguan panik ptsd(post traumatic stress disorder) depresi kondisi,0,0,1,0,0,0,0,0,1,0,0,0,0
156,156,412-1-194,penyebab kondisi berkonsultasi dokter psikiatri psikolog,0,0,0,0,1,0,0,0,0,0,0,0,0
157,157,412-1-307,dokter pemeriksaan wawancara singkat terkait kondisi pemeriksaan fisik pemeriksaan penunjang,0,0,0,0,1,0,0,0,0,0,0,0,0
158,158,412-1-456,penyebab kondisi penanganan sesuai,0,0,0,0,0,1,0,0,0,0,0,0,0
159,159,411-1-0,adhd (attention deficit hyperactivity disorder) gangguan mental karakteristik sulit memusatkan perhatian hiperaktif sulit berdiam cenderung bergerak muncul usia anak 12 adhd menyerang remaja orang dewasa orang terkena adhd penyakitnya bertahan,0,0,1,1,0,1,0,0,0,1,0,0,1
160,160,411-1-423,kondisi adhd dewasa memiliki riwayat adhd,0,0,1,0,0,0,0,0,0,0,0,0,0
161,161,411-1-516,memiliki riwayat adhd,0,0,1,0,0,0,0,0,0,0,0,0,0
162,162,407-1-0,memahami perasaan,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,407-1-38,orang mengalami kesedihan kesedihan membaik,0,0,0,0,0,1,0,0,0,0,0,0,0
164,164,407-1-147,muncul sedih disertai faktor pemicu nya,0,0,0,0,0,1,0,0,0,1,0,0,0
165,165,407-1-240,gangguan aktivitas sehari pemeriksaan evaluasi,0,0,0,0,1,1,0,0,0,0,0,0,0
166,166,404-1-0,terima kasih alodokter,0,0,0,0,0,0,0,1,0,0,0,0,0
167,167,403-1-0,halo putri,0,0,0,0,0,0,0,1,0,0,0,0,0
168,168,400-1-0,best,0,0,0,0,0,0,0,0,0,0,0,1,0
169,169,398-1-0,researcher tinggal bertugas vietnam diatas sulit,0,0,0,0,0,1,0,0,0,0,0,0,0
170,170,398-1-122,teman memiliki adhd menyarankan adhd ceklist mendiagnosa,0,0,1,0,0,0,1,0,0,0,0,0,0
171,171,398-1-233,lakukan menghilangkan/mengurangi takut membantu fokus,0,0,0,0,0,1,1,0,0,0,0,0,0
172,172,398-1-353,terimakasih mohon bantuannya,0,0,0,0,0,0,0,0,0,0,0,1,0
173,173,394-1-0,2 minggu keluarga teman meninggal dunia,0,0,0,0,0,0,0,0,1,0,0,0,1
174,174,394-1-64,sulit fokus sulit mengatur prioritas berhenti sedih mudah terdistraksi menyelesaikan tugas mengalami ketakutan sulit tidur,0,0,0,1,0,1,0,0,0,0,0,0,0
175,175,394-1-400,takut dipagi,0,0,0,0,0,1,0,0,0,0,0,0,0
176,176,392-1-0,dokter,0,0,0,0,0,0,0,1,0,0,0,0,0
177,177,391-1-0,salam,0,0,0,0,0,0,0,0,0,0,0,1,0
178,178,390-1-0,semoga membantu iya,0,0,0,0,0,0,0,0,0,0,0,1,0
179,179,389-1-0,luangkan anak,0,0,0,0,1,0,0,0,0,0,0,0,0
180,180,388-1-0,mengajak anak aktivitas fisik minimal 60 menit,0,0,0,0,1,0,0,0,0,0,0,0,1
181,181,387-1-0,membatasi anak menonton televisi bermain video game ponsel komputer,0,0,0,0,1,0,0,0,0,0,0,0,0
182,182,386-1-0,mengatur jadwal tidur anak teratur,0,0,0,0,1,0,0,0,0,0,0,0,0
183,183,385-1-0,bantulah anak mengelola kehidupannya mengatur beraktivitas menjaga lingkungannya rapi,0,0,0,0,1,0,0,0,0,0,0,0,0
184,184,384-1-0,anjuran lakukan,0,0,0,0,0,0,0,0,0,0,0,0,1
185,185,383-1-0,kondisi anak alami adhd,1,0,1,0,0,0,0,0,0,0,0,0,0
186,186,383-1-129,anak sulit konsentrasi hiperaktif menderita adhd,0,0,1,1,0,0,0,0,0,0,0,0,0
187,187,383-1-206,mendiagnosis adhd serangkaian pemeriksaan evaluasi,0,0,1,0,1,0,0,0,0,0,0,0,0
188,188,383-1-290,berkonsultasi dokter spesialis anak pemeriksaan menentukan kondisi anak normal kondisi adhd,0,0,1,0,1,0,0,0,0,0,0,0,0
189,189,382-1-0,perkembangan motorik fisik emosi sosial anak berkembang usia 2 5,0,0,0,0,0,1,0,0,0,0,0,0,0
190,190,382-1-99,faktor genetik lingkungan mempengaruhi perkembangan anak,0,0,0,0,0,1,0,0,1,0,0,0,0
191,191,382-1-167,kondisi anak perasaannya anak memiliki kegiatan menyalurkan energi anak nyaman menimbulkan kondisi anak sulit mengorganisir emosi aktivitas dijalani nya attention deficit hyperactivity disorder(adhd) salah kelainan perkembangan anak remaja dewasa,0,0,1,0,0,1,0,0,1,0,0,0,0
192,192,382-1-584,gejala adhd anak muncul usia 3,0,0,1,0,0,0,0,0,0,0,0,0,0
193,193,382-1-647,gejala adhd sulit memusatkan perhatian perilaku hiperaktifdan impulsif,0,0,0,1,0,0,0,0,0,0,0,0,0
194,194,375-1-0,terima kasih alodokter,0,0,0,0,0,0,0,1,0,0,0,0,0
195,195,374-1-0,halo maurha,0,0,0,0,0,0,0,1,0,0,0,0,0
196,196,244-1-0,doksaya anak september berumur 4,1,1,0,0,0,0,0,0,0,0,0,0,0
197,197,244-1-61,berekspresi bertingkah laku anak kebanyakan,0,0,0,1,0,0,0,0,0,0,0,0,0
198,198,244-1-157,bersemangat berbicara susah diam sulit menunggu giliran duduk tenang menghentakkan tangan kaki diajak duduk suka berlarian memanjat susah bermain tenang sulit bersantai mengganggu orang orang selesai,0,0,0,1,0,0,0,0,0,0,0,0,0
199,199,244-1-507,duduk melompat,0,0,0,1,0,0,0,0,0,0,0,0,0
200,200,244-1-545,berjalan menghentak2 injit2 kadang melompat2 wajar iya dok gejala anak menderita adhd,0,0,1,1,0,0,1,0,0,0,0,0,0
201,201,243-1-0,semoga bermanfaat,0,0,0,0,0,0,0,0,0,0,0,1,0
202,202,243-1-55,terima kasih,0,0,0,0,0,0,0,0,0,0,0,1,0
203,203,242-1-0,memeriksakan anak dokter psikiater anak pemeriksaan penanganan sesuai kondisi adhd anak,1,0,1,0,1,1,0,0,0,0,0,0,0
204,204,241-1-0,terapi gejala adhd menetap remaja menyebabkan gangguan sosial prestasinya sekolah parahnya berkembang gangguan kepribadian antisosial usia dewasa,0,0,0,0,0,1,0,0,0,1,0,0,1
205,205,240-1-0,gejala adhd membaik terapi tenaga medis disertai dukungan keluarga,0,0,1,0,1,1,0,0,0,0,0,0,0
206,206,240-1-117,membaiknya kondisi adhd disesuaikan munculnya gejala keparahan gejala anak,0,0,1,0,0,0,0,0,0,0,0,0,0
207,207,239-1-0,terapi penderita adhd meliputi pengajaran keluarga penderita terkait menghadapi anak penderita adhd diajarkan menerapkan pujian hukuman perilaku mengarahkan kegiatan sehari anak sesuai kemampuannya,1,0,1,0,1,0,0,0,0,0,0,0,0
208,208,238-1-0,disembuhkan sepenuhnya gejalanya dikendalikan psikoterapi obat obatan menunjang kualitas hidup produktivitasnya rumah sekolah,0,0,0,0,1,1,0,0,0,0,1,0,0
209,209,237-1-0,adhd attention deficit hyperactivity disorder gangguan mental anak anak dimana ditandai anak sulit memusatkan perhatian disertai perilaku impulsif dna hiperaktif,0,0,1,1,0,0,0,0,0,0,0,0,0
210,210,236-1-0,halo terima kasih pertanyaannya alodokter,0,0,0,0,0,0,0,1,0,0,0,0,0
211,211,235-1-0,terimakasih,0,0,0,0,0,0,0,0,0,0,0,1,0
212,212,234-1-0,membaik anak adhd mengikuti thherapy,1,0,1,0,1,0,1,0,0,1,0,0,0
213,213,233-1-0,hallo dok kira2 therapy anak adhd terkendali,1,0,1,0,0,1,1,1,0,0,0,0,0
214,214,232-1-0,terimakasih semoga membantu,0,0,0,0,0,0,0,0,0,0,0,1,0
215,215,231-1-0,dampingi anak sabar kondisi iya penderita adhd membutuhkan perawatan khusus,1,0,0,0,1,0,0,0,1,0,0,0,0
216,216,231-1-127,pantau kondisi anak pertumbuhan perkembangan anak iya rutin kontrol dokter anak dokter psikiater terapi anak,1,0,0,0,1,0,0,0,0,0,0,0,0
217,217,230-1-0,jenis makanan dikonsumsi penderita adhd makanan protein bagus otak kacang kacangan daging telur keju ikan tuna salmon,0,0,1,0,0,1,0,0,0,0,1,0,0
218,218,230-1-178,penderita adhd makanan dikonsumsi makanan rendah karbohidrat membatasi gula nasi putih kentang,0,0,1,0,0,0,0,0,0,0,1,0,0
219,219,230-1-336,makan dibatasi iya,0,0,0,0,1,0,0,0,0,0,0,0,0
220,220,230-1-379,hindari makan makanan berpengawet makanan cepat saji frozen food makanan ringan kemasan,0,0,0,0,1,0,0,0,0,0,1,0,0
221,221,229-1-0,adhd attention deficit hyperactivity disorder salah jenis gangguan mental ditandai anak sulit memusatkan perhatian berperilaku impulsif hiperaktif,0,0,1,1,0,0,0,0,0,0,0,0,0
